course_code,title,dept_code,credits,pre_reqs,core_area,inquiry_area,recommendation
PHYS 410L,Adv Topics & Experiments Lab,PHAS,0,False,False,False,False
GEOL 591,Oceanography & Environment,EEGS,3,False,False,False,False
FSEM 171X,Discov African Lit/FLAC-French,False,0,False,False,False,False
BIOL 201,Evolution,BIOL,3,(BIOL 181 or BIOL 211) and (BIOL 182 or BIOL 212),False,Natural Sciences & Mathematics,False
BIOL 201L,Evolution Lab,BIOL,1,False,False,Natural Sciences & Mathematics,False
BIOL 202,Genetics,BIOL,3,BIOL 181 and BIOL 182,False,Natural Sciences & Mathematics,False
BIOL 202L,Genetics Lab,BIOL,1,False,False,Natural Sciences & Mathematics,False
BIOL 335,Limnology,BIOL,3,BIOL 201 or BIOL 202 or BIOL 203 or BIOL 204 or BIOL 205 or BIOL 206,False,Natural Sciences & Mathematics,False
BIOL 335L,Limnology Lab,BIOL,1,False,False,Natural Sciences & Mathematics,False
BIOL 340,Marine Biology,BIOL,3,BIOL 201 or BIOL 202 or BIOL 203 or BIOL 204 or BIOL 205 or BIOL 206 or GEOL 135,False,Natural Sciences & Mathematics,False
BIOL 350,Biophysics,BIOL,3,(MATH 111 or MATH 161) and (PHYS 111 or PHYS 112 or PHYS 131 or PHYS 232 or PHYS 233) with a grade of C- or higher.,False,Natural Sciences & Mathematics,False
PHYS 350,Biophysics,PHAS,3,(MATH 111 or MATH 161) and (PHYS 111 or PHYS 112 or PHYS 131 or PHYS 232 or PHYS 233) with a grade of C- or higher.,False,Natural Sciences & Mathematics,False
BIOL 407,Biology of Stem Cells,BIOL,3,BIOL 201 or BIOL 202 or BIOL 203 or BIOL 204 or BIOL 205 or BIOL 206,False,Natural Sciences & Mathematics,False
BIOL 407L,Biology of Stem Cells Lab,BIOL,1,False,False,Natural Sciences & Mathematics,False
CHEM 413,Molecular Symmetry,CHEM,2,CHEM 212 or CHEM 214,False,False,False
CORE 108S,The Story of Colorants,False,3,False,Scientific Perspectives,False,False
COSC 465,Computer Networks,COSC,3,COSC 208,False,Natural Sciences & Mathematics,Some knowledge of differential calculus and elementary probability and statistics is helpful.
COSC 465L,Computer Networks Lab,COSC,1,False,False,Natural Sciences & Mathematics,False
ECON 206,Marxian Political Economy,ECON,3,ECON 151 or FSEM 180 or FSEM 181 or FSEM 179,False,"Social Relations,Inst.& Agents",False
ECON 355,Advanced Macroeconomics,ECON,3,ECON 251 and ECON 252 and (MATH 163 or MATH 113),False,"Social Relations,Inst.& Agents",False
ECON 433,"Seminar in Economics of Race, Ethnicity, and Migration",ECON,3,ECON 251 and ECON 252 and ECON 375,False,"Social Relations,Inst.& Agents",False
ECON 443,Seminar in Policy Evaluation,ECON,3,ECON 375 and ECON 251 and ECON 252,False,"Social Relations,Inst.& Agents",False
CORE 109S,In Data We Trust,False,3,False,Scientific Perspectives,False,False
EDUC 204,Child and Adolescent Development,EDUC,3,EDUC 101 or FSEM 182,False,"Social Relations,Inst.& Agents",False
EDUC 219,Education-Peace & Nonviolence,EDUC,3,False,False,"Social Relations,Inst.& Agents",False
EDUC 231,Inquiry Based Teaching in the Schools,EDUC,3,EDUC 101 or FSEM 182,False,"Social Relations,Inst.& Agents",False
ALST 284,Decolonization in Africa,ENGL,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
HIST 284,Decolonization in Africa (AF),HIST,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
ALST 235,"Conf, Peace &Soc Just Ltn Amer",ENGL,3,False,Global Engagements,False,False
PCON 235,"Conf, Peace &Soc Just Ltn Amer",PSCI,3,False,Global Engagements,False,False
ALST 365,Andean Lives,ENGL,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
ANTH 365,Andean Lives,SOAN,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
EDUC 339,Feminist Disability Studies,EDUC,3,EDUC 101 or FSEM 182 or WMST 202,False,"Social Relations,Inst.& Agents",False
WMST 339,Critical and Feminist Disability Studies,EDUC,3,EDUC 101 or FSEM 182 or WMST 202,False,"Social Relations,Inst.& Agents",False
EDUC 460,Honors Seminar,EDUC,3,False,False,"Social Relations,Inst.& Agents",False
ARTS 207,Roman Art (AH),ARTS,3,False,False,Human Thought and Expression,False
ARTS 210,Contemp Art & Polt in M. East,ARTS,3,False,False,Human Thought and Expression,False
ARTS 226,Nature's Order: Arts 1550-1750,ARTS,3,False,False,Human Thought and Expression,False
CLAS 236,Greek History,CLAS,3,False,Global Engagements,Human Thought and Expression,May be taken for history major credit.
CLAS 253,Excavating Ancient Greeks and Romans in Southern Italy,CLAS,3,GREK 121 or LATN 122 or LATN 123 or higher-level GREK course,False,Human Thought and Expression,False
ARTS 245,Palaces and Paintings of India (AH),ARTS,3,False,Global Engagements,Human Thought and Expression,False
CLAS 253E,Excavating Ancient Greeks and Romans in Southern Italy (Extended Study),CLAS,2,False,False,Human Thought and Expression,False
GREK 321,Thucydides,CLAS,3,GREK 201 or higher,False,Human Thought and Expression,False
LATN 360,Roman Elegy,CLAS,3,LATN 201 or higher,False,Human Thought and Expression,False
ARTS 342,Advanced Photography,ARTS,3,ARTS 241 or ARTS 242,False,Human Thought and Expression,False
SOCI 313,Env Prob & Env Actvsm in China,SOAN,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
ASIA 313,Env Prob & Env Actvsm in China,HIST,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
ENST 313,Env Prob & Env Actvsm in China,ENST,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
SOCI 313L,Env Prob & Actvsm in China Lab,SOAN,1,False,False,False,False
JAPN 222,Japan through Literature and Film,EALL,3,False,False,Human Thought and Expression,False
ASIA 313L,Env Prob & Actvsm in China Lab,HIST,1,False,False,False,False
JAPN 222L,Required Film Screening,EALL,0,False,False,Human Thought and Expression,False
ENST 313L,Env Prob & Actvsm in China Lab,ENST,1,False,False,False,False
JAPN 255,Hidden Japan: Tea Ceremony,EALL,3,JAPN 202,Global Engagements,Human Thought and Expression,False
SOCI 313E,Env Activism/China Extended St,SOAN,2,False,False,False,False
ASIA 313E,Env Activism/China Extended St,HIST,2,False,False,False,False
JAPN 402,Readings in Japanese II,EALL,3,JAPN 302,Global Engagements,Human Thought and Expression,False
ENST 313E,Env Activism/China Extended St,ENST,2,False,False,False,False
ENGL 208,Sex and the Global City,ENGL,3,False,False,Human Thought and Expression,False
ENGL 309,Fiction,ENGL,3,False,False,Human Thought and Expression,False
ENGL 325,Milton,ENGL,3,False,False,Human Thought and Expression,False
ENGL 329,Inventing Ireland,ENGL,3,False,False,Human Thought and Expression,False
ENGL 336,Native American Literature,ENGL,3,False,Global Engagements,Human Thought and Expression,False
ENGL 337,African Literature,ENGL,3,False,Global Engagements,Human Thought and Expression,False
ENGL 356,Playwriting,ENGL,3,False,False,Human Thought and Expression,False
ENST 250,Environmental Policy Analysis,ENST,3,False,False,"Social Relations,Inst.& Agents",False
THEA 356,Playwriting,THEA,3,False,False,Human Thought and Expression,False
ENST 345,Water Pollution,ENST,3,False,False,False,False
ENGL 374,Creative Nonfiction Workshop,ENGL,3,Instructor approval on the basis of writing samples,False,Human Thought and Expression,False
ENGL 412,Jane Austen & Woman Novelist,ENGL,3,False,False,Human Thought and Expression,False
GEOG 211,"Geographies of Nature, Economy, Society",GEOG,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
GEOG 315,Sustainable Livelihoods in Asia,GEOG,3,False,False,"Social Relations,Inst.& Agents",False
GEOG 323,Arctic Transformations,GEOG,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
GEOL 102,Sustainable Earth,EEGS,3,False,False,Natural Sciences & Mathematics,False
FMST 210,Global Cinema,ARTS,3,Students who took FMST 212 in Fall 2021 are not eligible to take FMST 210,Global Engagements,Human Thought and Expression,False
GEOL 120,Geology of America's Parks,EEGS,2,False,False,False,False
FMST 490,Senior Seminar in FMST,ARTS,3,False,False,False,False
GEOL 403,Geochemistry,EEGS,3,GEOL 201 and CHEM 101,False,Natural Sciences & Mathematics,False
HIST 112,The History of Technology (US),HIST,3,False,False,"Social Relations,Inst.& Agents",False
GERM 202,Intermediate German II,GERM,3,GERM 201 or equivalent,Global Engagements,Human Thought and Expression,False
HIST 216,"US Foreign Policy, 1917-Pres",HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 231,Resistance & Revolt-Latin Amer,HIST,3,False,False,"Social Relations,Inst.& Agents",False
GERM 353,Proseminar in German Studies,GERM,3,GERM 202 or equivalent,False,Human Thought and Expression,False
HIST 255,"The Ottoman Empire, 1300 - 1924 (TR)",HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 245,Russia at War,HIST,3,False,False,"Social Relations,Inst.& Agents",False
REST 245,Russia at War,SOAN,3,False,False,"Social Relations,Inst.& Agents",False
JWST 329,The Politics of Nationalism and Memory in Eastern Europe (Extended Study),PSCI,3,False,False,"Social Relations,Inst.& Agents",False
POSC 329,The Politics of Nationalism and Memory in Eastern Europe (Extended Study),POSC,3,False,False,"Social Relations,Inst.& Agents",False
JWST 361,The Holocaust in Film,PSCI,3,False,Global Engagements,False,False
PCON 361,The Holocaust in Film,PSCI,3,False,Global Engagements,False,False
HIST 275,Modern Jewish History,HIST,3,False,False,"Social Relations,Inst.& Agents",False
JWST 374,Jews and Autobiography,PSCI,3,False,False,"Social Relations,Inst.& Agents",False
JWST 275,Modern Jewish History,PSCI,3,False,False,"Social Relations,Inst.& Agents",False
HIST 374,Jews and Autobiography,HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 305,Asian American History (US),HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 368,"China, the Great Wall & Beyond",HIST,3,False,False,"Social Relations,Inst.& Agents",False
LGBT 227,Machismo & the Latin Lover,EDUC,3,False,Global Engagements,Human Thought and Expression,False
HIST 381,Pre-Colonial Africa (AF),HIST,3,False,False,"Social Relations,Inst.& Agents",False
LGBT 303,Queer Ident/Global Discourses,EDUC,3,False,Global Engagements,False,False
CORE 158C,Puerto Rico,False,3,False,Communities & Identities,False,False
RELG 214,Muhammad and the Qur'an,RELG,3,False,False,Human Thought and Expression,False
MIST 214,Muhammad and the Qur'an,HIST,3,False,False,Human Thought and Expression,False
MUSI 101,The Beatles,MUSI,3,False,False,Human Thought and Expression,False
MUSI 208,Jazz Theory and Improvisation (PF),MUSI,3,False,False,Human Thought and Expression,Previous completion of MUSI 203 is recommended.
MUSI 301,Criticizing Music (TH),MUSI,3,MUSI 204,False,Human Thought and Expression,False
NAST 320,Native Peoples and Modern Law,SOAN,3,False,False,Human Thought and Expression,False
RELG 320,Native Peoples and Modern Law,RELG,3,False,False,Human Thought and Expression,False
MATH 389,Axiomatic Set Theory,MATH,3,MATH 250 with a grade of C or better,False,Natural Sciences & Mathematics,False
MATH 408,Partial Differential Equations,MATH,3,MATH 308,False,Natural Sciences & Mathematics,False
MATH 416,Mathematical Statistics,MATH,3,MATH 316,False,Natural Sciences & Mathematics,False
PHIL 216,Existentialism,PHIL,3,False,False,Human Thought and Expression,False
ASTR 416,Galactic and Extragalactic Astronomy,PHAS,3,PHYS 233,False,Natural Sciences & Mathematics,False
PHIL 322,Philosophy of Physics,PHIL,3,One philosophy course or one physics course,False,Human Thought and Expression,False
PHIL 321,Philosophy of Literature,PHIL,3,False,False,Human Thought and Expression,False
PHIL 340,Metaphysics (M&E),PHIL,3,One courses in philosophy,False,Human Thought and Expression,False
PHYS 456,Relativity and Cosmology,PHAS,3,PHYS 334 with a grade of C- or higher.,False,Natural Sciences & Mathematics,False
CORE 101S,Energy and Sustainability,False,3,False,Scientific Perspectives,False,False
CORE 122S,Life in the Universe: A Cosmic Perspective,False,3,False,Scientific Perspectives,False,False
NEUR 378,Topics in Neuroscience: Neuroscience of Reward and Motivation,PBSC,3,(NEUR 170 or PSYC 275) and (NEUR 201 or NEUR 202 or PSYC 200),False,Natural Sciences & Mathematics,False
POSC 305,From Coconuts to iPhones: the Politics of Economic Development in East and Southeast Asia,POSC,3,False,False,"Social Relations,Inst.& Agents",False
POSC 320,"States, Markets, Global Change",POSC,3,False,False,"Social Relations,Inst.& Agents",False
POSC 342,Polit of Nuclear Proliferation,POSC,2,POSC 152 or POSC 232 or POSC 353 or POSC 366 or HIST 216,False,"Social Relations,Inst.& Agents",False
POSC 345,News Media & Political Process,POSC,3,False,False,"Social Relations,Inst.& Agents",False
POSC 348,Rise and Fall of Communism,POSC,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
POSC 354,"Capitalism, the State, and Development in Latin America",POSC,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
CORE 156S,"Drugs, Brain, & Behavior",False,3,False,Scientific Perspectives,False,False
RELG 203,Comparative Religious Ethics,RELG,3,False,Global Engagements,Human Thought and Expression,False
RELG 206,Hindu Goddesses,RELG,3,False,False,Human Thought and Expression,False
RELG 236,"Religion, Science, and the Environment",RELG,3,False,False,Human Thought and Expression,False
POSC 454,Seminar: The Cold War and After,POSC,3,False,False,"Social Relations,Inst.& Agents",False
RELG 255,"Church, State, Law in America",RELG,3,False,False,Human Thought and Expression,False
RELG 288,American Indian Religions,RELG,3,False,False,Human Thought and Expression,False
RELG 308,End of the World,RELG,3,False,False,Human Thought and Expression,False
POSC 466,Sem:Dispell Myths-Declar&Const,POSC,3,False,False,"Social Relations,Inst.& Agents",False
POSC 475,Seminar: Philosophies of Law: Theory and Practice,POSC,3,False,False,"Social Relations,Inst.& Agents",False
RELG 335,Religion in the Genetic Age,RELG,3,False,Global Engagements,Human Thought and Expression,False
CORE 166C,India,False,3,False,Communities & Identities,False,False
CORE 195C,West Africa,False,3,False,Communities & Identities,False,False
FREN 425,Libertine Fiction of 18th Cent,RMLL,3,Two 350-level literature courses,False,Human Thought and Expression,False
REST 323,Arctic Transformations,SOAN,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
FREN 453,Contemporary Literature in French,RMLL,3,Two 350-level French literature courses,Global Engagements,Human Thought and Expression,False
ITAL 354,Modern Italian Culture,RMLL,3,ITAL 201 or at least four years of high school Italian,False,Human Thought and Expression,False
ANTH 245,"Nature, Culture, and Politics (MC)",SOAN,3,False,False,"Social Relations,Inst.& Agents",False
SOCI 245,"Nature, Culture, and Politics",SOAN,3,False,False,"Social Relations,Inst.& Agents",False
ANTH 205,Archaeology of Warfare (MC),SOAN,3,False,False,"Social Relations,Inst.& Agents",False
ANTH 330,Deep Time:Human Past in S.Afri,SOAN,3,False,False,"Social Relations,Inst.& Agents",False
ANTH 356,"Ethical Issues in Native American Archaeology (MC, GR)",SOAN,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
SPAN 462,Cervantes' Don Quijote,RMLL,3,False,False,Human Thought and Expression,False
SPAN 467,Latin American Romanticism,RMLL,3,False,False,Human Thought and Expression,False
SOCI 216,Sociology of War,SOAN,3,False,False,"Social Relations,Inst.& Agents",False
SOCI 222,Media and Modern Society,SOAN,3,False,False,"Social Relations,Inst.& Agents",False
SPAN 474,Short Fiction in Contemporary Spain,RMLL,3,False,False,Human Thought and Expression,False
SOCI 324,Medical Sociology,SOAN,3,SOCI 201 or SOCI 250,False,"Social Relations,Inst.& Agents",False
SOCI 333,Sociology of the Life Course (RI),SOAN,3,SOCI 201 or SOCI 250,False,"Social Relations,Inst.& Agents",False
SOCI 333L,Sociology of the Life Course Field Component/Lab,SOAN,1,False,False,"Social Relations,Inst.& Agents",False
CORE 159C,Maya,False,3,False,Communities & Identities,False,False
CORE 172C,California,False,3,False,Communities & Identities,False,False
THEA 353,"Theater, Play, and Improvisation",THEA,3,False,False,Human Thought and Expression,False
THEA 454,Directing II,THEA,3,THEA 354 or ENGL 354,False,Human Thought and Expression,False
WMST 205,Queer Latina Visualities,EDUC,3,False,False,False,False
WRIT 231,Ethos & the Personal Essay,WRIT,3,False,False,Human Thought and Expression,False
CORE 185S,Balderdash Codswallop &Malarky,False,3,False,Scientific Perspectives,False,False
CORE 186S,The Rhetoric of Science,False,3,False,Scientific Perspectives,False,False
CLAS 208,Lost Languages & Decipherments,CLAS,3,False,False,Human Thought and Expression,False
ENGL 472,Faulkner,ENGL,3,False,False,Human Thought and Expression,False
MATH 483,Research Seminar: Mathematics,MATH,3,MATH 375 and MATH 377,False,Natural Sciences & Mathematics,False
CORE 114S,"Ecology, Ethics, & Wilderness",False,3,False,Scientific Perspectives,False,False
ARTS 348,Modern Art on Display,ARTS,3,False,False,Human Thought and Expression,False
HIST 120,Introduction to Museum Studies (TR),HIST,3,False,False,"Social Relations,Inst.& Agents",False
CORE 187S,The Things with Feathers,False,3,False,Scientific Perspectives,False,False
PHIL 326,Philosophical Theology,PHIL,3,False,False,Human Thought and Expression,False
HIST 225,Jamaica:Colony to Independence,HIST,3,False,False,"Social Relations,Inst.& Agents",False
ALST 225,Jamaica:Colony to Independence,ENGL,3,False,False,"Social Relations,Inst.& Agents",False
EDUC 335,Studies in Sound,EDUC,3,EDUC 101 or equivalent,False,"Social Relations,Inst.& Agents",False
ENGL 347,Research Sem in Dramatic Wrtg,ENGL,3,THEA 356 or THEA 358 or ENGL 217 or ENGL 374 or ENGL 377 or ENGL 378 or ENGL 379 or ENGL 477,False,Human Thought and Expression,False
THEA 347,Research Sem in Dramatic Wrtg,THEA,3,THEA 356 or THEA 358 or ENGL 217 or ENGL 374 or ENGL 377 or ENGL 378 or ENGL 379 or ENGL 477,False,Human Thought and Expression,False
THEA 260,"Africa, Aesthetics & Appropiat",THEA,3,False,False,Human Thought and Expression,False
WRIT 248,Discourses of Race and Racism,WRIT,3,False,Global Engagements,Human Thought and Expression,False
MUSE 120,Introduction to Museum Studies,ARTS,3,False,False,Human Thought and Expression,False
MUSE 300,Museum Curating,ARTS,3,ARTS 120 or HIST 120 or ARTS 270 or ANTH 300 or MUSE 120 or ARTS 255,False,Human Thought and Expression,False
ASIA 123,Elementary Hindi I/NY6,HIST,3,False,False,False,False
FMST 210L,Required Film Screening,ARTS,0,False,False,False,False
EDUC 310R,SRS: Research & Reflection,EDUC,1,False,False,False,False
GEOG 311R,SRS: Research & Reflection,GEOG,1,False,False,False,False
PCON 361L,Required Film Screening,PSCI,0,False,False,False,False
JWST 361L,Required Film Screening,PSCI,0,False,False,False,False
EDUC 504,Child/Adolescent Development,EDUC,3,False,False,False,False
EDUC 531,Inquiry Based Teaching,EDUC,3,False,False,False,False
ASTR 591,"Stars, Galaxies & the Universe",PHAS,3,False,False,False,False
WRIT 591,Ethos & the Personal Essay,WRIT,3,False,False,False,False
BIOL 593,Vertebrate Physiology,BIOL,3,False,False,Natural Sciences & Mathematics,False
BIOL 593L,Vertebrate Physiology Lab,BIOL,1,False,False,False,False
HIST 592,The American West,HIST,3,False,False,False,False
ENGL 595,Lit of Early Middle Ages,ENGL,3,False,False,False,False
ECON 360,Applied Economic Theory,ECON,3,ECON 251,False,"Social Relations,Inst.& Agents",False
FREN 591,Intro French Lang & Cultr II,RMLL,3,False,False,False,False
ARTS 209,Art & Politics:Venice/Milan ES,ARTS,2,ARTS 101 or ARTS 207 or ARTS 239 or ARTS 280 or ARTS 348 or ARTS 370 or HIST 120 or MUSE 120,False,False,False
ARTS 499,Advanced Studies for Honors,ARTS,3,ARTS 475 or ARTS 406,False,Human Thought and Expression,False
POSC 329X,Polt Nation&Mem/FLAC-Lithuania,POSC,0,False,False,False,False
CLAS 236X,Greek History/FLAC-Greek,CLAS,0,False,False,False,False
AHUM 200X,CLAC Language Pedagogy,False,0,False,False,False,False
CLAS 208X,Lost Languages-FLAC/Anct Langs,CLAS,0,False,False,False,False
AHUM 191X,FLAC/French and German,False,0,False,False,False,False
SOCI 220,"Gender, Sexuality, and Society",SOAN,3,False,False,"Social Relations,Inst.& Agents",False
MUSI 238,Music Extended Study,MUSI,1,"Participation in ensemble for the two semesters immediately preceding the extended study, unless separated by off-campus study",False,Human Thought and Expression,False
ALST 230,Intro Latin American Studies,ENGL,3,False,Global Engagements,False,False
ALST 281,Slavery and the Slave Trade in Africa,ENGL,3,False,False,"Social Relations,Inst.& Agents",False
HIST 281,Slavery and the Slave Trade in Africa (AF),HIST,3,False,False,"Social Relations,Inst.& Agents",False
BIOL 206,Organismal Biology,BIOL,3,BIOL 181 and BIOL 182,False,Natural Sciences & Mathematics,False
BIOL 206L,Organismal Biology Lab,BIOL,1,False,False,Natural Sciences & Mathematics,False
BIOL 332,Tropical Ecology,BIOL,3,BIOL 201 or BIOL 202 or BIOL 203 or BIOL 204 or BIOL 205 or BIOL 206,Global Engagements,Natural Sciences & Mathematics,False
BIOL 356,Developmental Biology,BIOL,3,BIOL 201 or BIOL 202 or BIOL 203 or BIOL 204 or BIOL 205 or BIOL 206,False,Natural Sciences & Mathematics,False
CHEM 461,Organic Reaction Mechanisms,CHEM,2,CHEM 264,False,False,False
BIOL 356L,Developmental Biology Lab,BIOL,1,False,False,Natural Sciences & Mathematics,False
BIOL 373,Virology,BIOL,3,BIOL 201 or BIOL 202 or BIOL 203 or BIOL 204 or BIOL 205 or BIOL 206,False,Natural Sciences & Mathematics,False
BIOL 373L,Virology Lab,BIOL,1,False,False,Natural Sciences & Mathematics,False
BIOL 488,Investigations in Terrestrial Ecology,BIOL,3,False,False,Natural Sciences & Mathematics,False
ECON 238,Economic Development,ECON,3,ECON 151,Global Engagements,"Social Relations,Inst.& Agents",False
ENST 241,Sustainabilit & Climate Action,ENST,3,False,False,"Social Relations,Inst.& Agents",False
ENST 321,Global Environmental Justice,ENST,3,False,Global Engagements,False,False
FMST 230,LGBTQ Cinema/Transnational,ARTS,3,False,Global Engagements,Human Thought and Expression,False
GEOG 304,"Criminal Underworld: Drugs, Guns, Bodies",GEOG,3,False,False,"Social Relations,Inst.& Agents",False
PCON 304,"Criminal Underworld: Drugs, Guns, Bodies",PSCI,3,False,False,"Social Relations,Inst.& Agents",False
GEOG 340,GIS and Society,GEOG,3,False,False,"Social Relations,Inst.& Agents",False
GEOL 311,Environmental Geophysics,EEGS,3,One geology course,False,Natural Sciences & Mathematics,One semester of calculus
GEOL 416,Marine Geology,EEGS,3,GEOL 225,False,Natural Sciences & Mathematics,False
HIST 104,The United States since 1877 (US),HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 202,"Europe in the Middle Ages, c. 300 - 1500 (EU)",HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 241,Life and Death in Early Modern Britain (EU),HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 248,Women's Lives/Europe:1500-Pres,HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 269,History of Modern South Asia (AS),HIST,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
JWST 204,Jewish Fiction since the Holocaust,PSCI,3,False,Global Engagements,Human Thought and Expression,False
RELG 222,Comparative Scripture,RELG,3,False,False,Human Thought and Expression,False
JWST 222,Comparative Scripture,PSCI,3,False,False,Human Thought and Expression,False
POSC 215,Comparative Politics: Middle East (CO),POSC,3,False,False,"Social Relations,Inst.& Agents",False
MIST 215,Comparative Politics: Middle East,HIST,3,False,False,"Social Relations,Inst.& Agents",False
ANTH 252,Muslim Societies in Motion,SOAN,3,False,False,"Social Relations,Inst.& Agents",False
ASTR 312,Astronomical Techniques,PHAS,3,PHYS 232 or ASTR 101 or ASTR 102 or ASTR 210,False,Natural Sciences & Mathematics,False
ASTR 312L,Astronomical Techniques Lab,PHAS,1,False,False,Natural Sciences & Mathematics,False
PHYS 304,Physical Optics,PHAS,3,PHYS 205 and PHYS 233 all with a grade of C- or higher.,False,Natural Sciences & Mathematics,False
PHYS 304L,Physical Optics Lab,PHAS,1,False,False,Natural Sciences & Mathematics,False
MATH 310,Combinatorial Problem Solving,MATH,3,MATH 112 or MATH 162,False,Natural Sciences & Mathematics,False
NEUR 201,Strategies & Discoveries in Systems Neuroscience,PBSC,3,NEUR 170,False,Natural Sciences & Mathematics,False
MATH 313,Functions of a Complex Variable,MATH,3,(MATH 112 or MATH 162) and (MATH 113 or MATH 163),False,Natural Sciences & Mathematics,False
MATH 315,Mathematical Biology,MATH,3,(MATH 162 or MATH 112) and (MATH 163 or MATH 113),False,Natural Sciences & Mathematics,False
POSC 214,Comparative Politics: East and Southeast Asia (CO),POSC,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
MATH 499,Mathematical Logic,MATH,3,(MATH 375 or MATH 320) with grade of B or higher,False,Natural Sciences & Mathematics,False
REST 306,Advanced Russian,SOAN,3,REST 202,False,Human Thought and Expression,False
FMST 390,Special Topics in Film and Media Studies: Ethics of AI,ARTS,3,FMST 200,False,False,False
POSC 380,"Reason, Faith, and Politics",POSC,3,False,False,"Social Relations,Inst.& Agents",False
POSC 390,Silent Warfare: Intel Analysis,POSC,3,False,False,"Social Relations,Inst.& Agents",False
POSC 437,Seminar: Democratization and Prospects for Peace and Prosperity,POSC,3,False,False,"Social Relations,Inst.& Agents",False
PSYC 361,Psychotherapy and Behavior Change,PBSC,3,PSYC 200,False,Natural Sciences & Mathematics,False
PSYC 375,Cognitive Neuroscience,PBSC,3,(NEUR 170 or PSYC 275) and (NEUR 201 or NEUR 202 or PSYC 200),False,Natural Sciences & Mathematics,PSYC 200 is recommended.
NEUR 375,Cognitive Neuroscience,PBSC,3,(NEUR 170 or PSYC 275) and (NEUR 201 or NEUR 202 or PSYC 200),False,Natural Sciences & Mathematics,PSYC 200 is recommended.
WRIT 348,Discourses of Whiteness,WRIT,3,False,Global Engagements,Human Thought and Expression,False
WRIT 348L,Required Film Screening,WRIT,0,False,False,False,False
ALST 204,Performing Bolivian Music,ENGL,2,False,False,False,False
CORE 154C,Indonesia,False,3,False,Communities & Identities,False,False
EDUC 246,Forced Migration and Education,EDUC,3,EDUC 101 or FSEM 182 or CORE 183C,False,"Social Relations,Inst.& Agents",False
HIST 302,Global Toxic History (TR),HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 379,U.S. and Africa (AF),HIST,3,False,False,"Social Relations,Inst.& Agents",False
SOCI 310,Sociology of the Body,SOAN,3,SOCI 201 or SOCI 250,False,"Social Relations,Inst.& Agents",False
ARTS 221L,Required Film Screening,ARTS,0,False,False,Human Thought and Expression,False
ARTS 277,Modern Architecture 1880-1970 (AH),ARTS,3,ARTS 105 or ARTS 207 or ARTS 220 or ARTS 246 or ARTS 271 or prereq override,False,Human Thought and Expression,Experience of ARTS 105 is valuable but not necessary
ARTS 344,Hindu Temple Architecture,ARTS,3,False,False,Human Thought and Expression,False
FREN 430,Lit of Adventure and Quest,RMLL,3,Two 350-level literature courses,False,Human Thought and Expression,False
SPAN 461,Theater of the Golden Age,RMLL,3,False,Global Engagements,Human Thought and Expression,False
SPAN 468,Vision/Revision: Span Conquest,RMLL,3,False,False,Human Thought and Expression,False
SPAN 477,Women Writing in Latin America,RMLL,3,False,False,Human Thought and Expression,False
SPAN 483,"Spanish American Modernismo: Spleen, Femme Fatales, Artificial Paradises",RMLL,3,False,False,Human Thought and Expression,False
RELG 244,African American Religious Experience,RELG,3,False,False,Human Thought and Expression,False
RELG 247,Death and Afterlife,RELG,3,False,False,Human Thought and Expression,False
CORE 188C,The Iroquois,False,3,False,Communities & Identities,False,False
MIST 252,Muslim Societies in Motion,HIST,3,False,False,"Social Relations,Inst.& Agents",False
CLAS 234,Archaeology of Greece,CLAS,3,False,False,Human Thought and Expression,False
GREK 350,Plato,CLAS,3,GREK 201 or higher,False,Human Thought and Expression,False
POSC 326,State and Local Politics,POSC,3,False,False,"Social Relations,Inst.& Agents",False
POSC 403,Sem:View from the Mayor's Desk,POSC,3,False,False,"Social Relations,Inst.& Agents",False
LATN 340,Roman Oratory,CLAS,3,LATN 201 or higher,False,Human Thought and Expression,False
CORE 115S,Language Acquisition,False,3,False,Scientific Perspectives,False,False
ENGL 203,Arthurian Tradition,ENGL,3,False,False,Human Thought and Expression,False
